Sensor_ID,Tagnames
[12:29],DRM01 DC CURRENT
[12:30],DRM02 DC VOLTAGE
[12:31],DRM02 DC CURRENT
[12:32],DRM03 DC VOLTAGE
[12:33],DRM03 DC CURRENT
[12:34],DRM04 DC VOLTAGE
[12:35],DRM04 DC CURRENT
[12:36],DRM05 DC VOLTAGE
[12:37],DRM05 DC CURRENT
[12:38],Stand 13_SET_RPM
[12:39],12:39
[12:40],12:40
[12:42],Stand 16 current
[12:43],Stand 18 current
[12:44],Master speed percentage
[12:45],DRM06 DC VOLTAGE
[12:46],DRM06 DC CURRENT
[12:47],DRM07 DC VOLTAGE
[12:48],DRM07 DC CURRENT
[12:49],E35DRM01 DC VOLTAGE
[12:50],E35DRM01 DC CURRENT
[12:51],E36DRM01 DC VOLTAGE
[12:52],E36DRM01 DC CURRENT
[12:53],Stand 01 current
[12:54],Stand 02 current
[12:55],Stand 03 current
[12:56],Stand 04 current
[12:57],Stand 05 current
[12:58],Stand 06 current
[12:59],Stand 07 current
[12:60],Stand 08 current
[12:61],Stand 09 current
[12:62],Stand 10 current
[12:63],Stand 11 current
[12:64],Stand 12 current
[12:65],Stand 13 current
[12:66],Stand 14 current
[12:67],Stand 15 current
[12:68],Stand 17 current
[12:69],FFB1 Motor Current
[12:70],FFB2 Motor Current
[12:71],PR0 Motor Current
[12:72],PR0 Motor Torque
[12:73],PR0 Motor RPM
[13:0],STAND 1 ENTRY BILLET TEMPERATURE
[13:1],AIROIL1_DB.HMI_VAL.NextCycleTime
[13:2],AIROIL2_DB.HMI_VAL.NextCycleTime
[13:3],FFB Line-1 Module-6 B602 temp
[13:4],FFB LINE-2 MODULE 4 B03 TEMP
[13:5],AIROIL1_DB.HMI_VAL.NextCycleTime
[13:6],FFB Line-1 Module 4 B01Temp
[13:7],FFB LINE-2 MODULE 4 B03 TEMP
[13:8],FFB LINE-2 MODULE 4 B04 TEMP
[13:9],Lub 3 delivery oil pressure control valve
[13:10],Lub 4 delivery oil pressure control valve
[13:31],Grease 1 (stand 13-18) line 1 timeout
[13:32],Grease 1 (stand 13-18) line 2 timeout
[13:33],Grease 1 A(stand 1-12) line 1 timeout
[13:34],Grease 1 A(stand 1-12) line 2 timeout
[13:60],Mill Finishinng Area Lubrication Delivery Pressure
[13:61],Descalar delivery pressure
[13:62],Lub 3 delivery oil pressure feedback
[13:63],Lub 4 delivery oil pressure feedback
[13:64],FFB#1_COOLING WATER FLOW VALUE
[13:65],FFB#2_COOLING WATER FLOW VALUE
[13:66],S04_Groove encoder position feedback
[13:67],S06_Groove encoder position feedback
[13:68],S08_Groove encoder position feedback
[13:69],S10_Groove encoder position feedback
[13:70],S12_Groove encoder position feedback
[13:71],S14_Groove encoder position feedback
[13:72],S16_Groove encoder position feedback
[13:73],S18_Groove encoder position feedback
[13:74],Finishing mill lubrication tank oil level
[13:75],Main header instrument air pressure
[13:76],Main header compressed air presssure
[13:77],Lub 3 tank 1 oil level(%)
[13:78],Lub 4 Tank 1 oil level(%)
[13.0],GRS1_SP_ENDPRS1_L2
[13.1],GRS1_SP_ENDPRS2_L2
[13.2],GRS1_DB.Line2PressOkFilt
[13.3],GRS1_DB.Line1PressOkFilt
[13.4],GRS1_DB.Cycle1TimeOut
[13.5],GRS1_DB.Cycle2TimeOut
[13.6],GRS1_DB.UnitOutOfService
[13.7],GRS1_DB.AutoCycleLine1
[13.8],PR0_Open Position
[13.9],PR0_ roll closing valve
[13.10],Furnace Exit Snap shear blades open/close valve
[13.11],Furnace Exit Stopper lifting/lowering valve
[13.12],Snap shear Open position
[13.13],FEA Stoper Up Psotion
[13.14],GRS1_SP_ENDPRS1_L1
[13.15],GRS1_SP_ENDPRS2_L1
[13.16],FFB2_SNP_SI_OPN
[13.17],FFB2_SNP_VV_OPN
[13.18],FFB2_Rollconsent1_airoil tank min min level
[13.19],FFB2_Rollconsent1_airoil pumping phase1 failed twice
[13.20],FFB2_Rollconsent1_airoil pumping phase2 failed twice
[13.21],FFB2_Rollconsent1_accumulator level over low
[13.22],FFB2_Rollconsent1_enough booster pumps are running
[13.23],FFB2_Rollconsent1_airoil unit running ok
[13.24],GRS1_DB.ManualMode
[13.25],GRS1_DB.AutoCycleLine2
[13.26],GRS1_DB.MP2RunRequest
[13.27],GRS1_DB.MP1RunRequest
[13.28],FFB1_SI_CBB_DTC
[13.29],FFB1_SNP_SI_OPN
[13.30],FFB1_SNP_VV_OPN
[13.31],FFB2_SI_CBB_DTC
[13.32],FFB2_Runconsent2_tank 1 oil level min min filtered
[13.33],FFB2_Runconsent2_tank 2 oil level min min filtered
[13.34],FFB2_Runconsent2_accumulator air pressure ok
[13.35],FFB2_Runconsent2_accumulator level below high high
[13.36],FFB2_Runconsent2_accumulator level over low low
[13.37],FFB2_Runconsent2_shutoff valve lubrication opened
[13.38],FFB2_Runconsent2_cooling water pressure ok
[13.39],FFB2_Runconsent2_cooling waterdelivery flow ok
[13.40],FFB2_Rollconsent1_bearing delivery oil temperature high
[13.41],FFB2_Runconsent2_Runconsent1_tout
[13.42],FFB2_Runconsent2_lubrication unit running ok
[13.43],FFB2_Runconsent2_fast stop active
[13.44],FFB2_Runconsent2_lubrication unit running ok
[13.45],FFB2_Runconsent2_safetycover close
[13.46],FFB2_Runconsent2_thermocouple reading on bearings above max
[13.47],FFB2_Runconsent2_thermocouple reading on bearings fault
[13.48],FFB2_snp_prm_mat presence in FFB
[13.49],FFB2_snp_prm_Mot forward running
[13.50],FFB2_Runconsent3_Emergency ok
[13.51],FFB2_Runconsent3_immobilization ok
[13.52],FFB2_Runconsent2_safetycover close
[13.53],FFB2_Runconsent2_thermocouple reading on bearings below max
[13.54],Lub unit for Finishing EMG
[13.55],lub unit for roughing & intermediate emg
[13.56],FFB2_Runconsent2_bearings delivery pressure min min
[13.57],Cobble FFB Line 1
[13.58],Cobble FFB Line 2
[13.59],FFB2_Rollconsent1_bearing delivery oil temperature min
[13.60],FFB2_snp_prm_FFB run consent type 2
[13.61],FFB2_snp_prm_FFB run consent type 3
[13.62],FFB2_snp_prm_FFB roll consent
[13.63],FFB2_snp_prm_CVR ready to cut
[13.64],Intermediate Stands Discharge valve open
[13.65],Intermediate Stands Discharge valve close
[13.66],Intermediate Stands delivery valve open
[13.67],Intermediate Stands delivery valve close
[13.68],up counter
[13.69],Stand 06 Spindle lock
[13.70],Stand 05 gearbox oil flow switch
[13.71],Stand 07 spindle lock
[13.72],Lub unit for Line-1 BGV EMG
[13.73],Lub unit for Line-2  BGV EMG
[13.74],LUB1_SL_TANK_MINLEV
[13.75],Stand 01 spindle lock
[13.76],stand 18 spindle lock
[13.77],stand 18 gear box lubrication min flow
[13.78],stand 05 spindle lock
[13.79],stand 11 spindle lock
[13.80],Stand 01 Rolls gap adjustment opening valve
[13.81],Stand 01 Rolls gap adjustment closing valve
[13.82],Stand 02 Rolls gap adjustment opening valve
[13.83],Stand 02 Rolls gap adjustment closing valve
[13.84],Stand 03 Rolls gap adjustment opening valve
[13.85],Stand 03 Rolls gap adjustment closing valve
[13.86],Stand 04 Rolls gap adjustment opening valve
[13.87],Stand 04 Rolls gap adjustment closing valve
[13.88],Stand 05 Rolls gap adjustment opening valve
[13.89],Stand 05 Rolls gap adjustment closing valve
[13.90],Stand 06 Rolls gap adjustment opening valve
[13.91],Stand 06 Rolls gap adjustment closing valve
[13.92],Stand 07 Rolls gap adjustment opening valve
[13.93],Stand 07 Rolls gap adjustment closing valve
[13.94],Stand 08 Rolls gap adjustment opening valve
[13.95],Stand 08 Rolls gap adjustment closing valve
[13.96],Stand 09 Rolls gap adjustment opening valve
[13.97],Stand 09 Rolls gap adjustment closing valve
[13.98],Stand 10 Rolls gap adjustment opening valve
[13.99],Stand 10 Rolls gap adjustment closing valve
[13.100],Stand 11 Rolls gap adjustment opening valve
[13.101],Stand 11 Rolls gap adjustment closing valve
[13.102],Stand 12 Rolls gap adjustment opening valve
[13.103],Stand 12 Rolls gap adjustment closing valve
[13.104],Stand 13 Rolls gap adjustment opening valve
[13.105],Stand 13 Rolls gap adjustment closing valve
[13.106],Stand 14 Rolls gap adjustment opening valve
[13.107],Stand 14 Rolls gap adjustment closing valve
[13.108],Stand 15 Rolls gap adjustment opening valve
[13.109],Stand 15 Rolls gap adjustment closing valve
[13.110],Stand 16H-V Rolls gap adjustment opening valve
[13.111],Stand 16H-V Rolls gap adjustment closing valve
[13.112],Stand 17 Rolls gap adjustment opening valve
[13.113],Stand 17 Rolls gap adjustment closing valve
[13.114],Stand 18 Rolls gap adjustment opening valve
[13.115],Stand 18 Rolls gap adjustment closing valve
[13.116],Stand 15 water flow detection
[13.117],DSH PUMP1 WATER INLET PRESSURE
[13.118],DSH PUMP1 LUB OIL  PRESSURE
[13.119],DSH PUMP2 WATER INLET PRESSURE
[13.120],DSH PUMP2 LUB OIL  PRESSURE
[13.121],DSH PUMP3 WATER INLET PRESSURE
[13.122],DSH PUMP3 LUB OIL  PRESSURE
[13.123],Stand 17 gear fast position
[13.124],Stand 17 gear slow  position
[13.125],Stand 17 gear flow switch
[13.126],Stand 18 gear fast position
[13.127],Stand 18 gear slow position
[13.128],Stand 16 vertical gearbox oil flow
[13.129],FFB2 DEL VALVE OPEN COMMAND
[13.130],FFB2 DEL VALVE CLOSE COMMAND
[13.131],FFB2 DISCH VALVE OPEN COMMAND
[13.132],FFB2 DISCH VALVE CLOSE COMMAND
[13.133],FFB2 LABRYNTH OPEN POSITION
[13.134],FFB2 LABRYNTH OPEN COMMAND
[13.135],FFB2 LABRYNTH CLOSE POSITION
[13.136],FFB2 LABRYNTH CLOSE COMMAND
[13.137],FFB2 DEL OPEN POSITION
[13.138],FFB2 DEL CLOSE POSITION
[13.139],FFB2 DISCH OPEN POSITION
[13.140],FFB2 DISCH CLOSE POSITION
[13.141],Finishing Mill Lub min pressure switch
[13.142],Finishing delivery valve open position
[13.143],Finishing delivery valve close position
[13.144],LCS01 Immobilization ON
[13.145],LCS02 Immobilization ON
[13.146],LCS03 Immobilization ON
[13.147],LCS04 Immobilization ON
[13.148],LCS05 Immobilization ON
[13.149],LCS06 Immobilization ON
[13.150],LCS07 Immobilization ON
[13.151],LCS08 Immobilization ON
[13.152],LCS09 Immobilization ON
[13.153],LCS20 Immobilization ON
[13.154],Roughing Mill Immobilization (0=ON; 1=OFF)
[13.155],Intermdiate Mill Immobilization (0=ON; 1=OFF)
[13.156],Finshing Mill Immobilization (0=ON; 1=OFF)
[13.157],Stand 01 Water Flow + Pressure Switch
[13.158],Roughing Stands water discharge open feedback
[13.159],Roughing Stands water discharge close feedback
[13.160],Roughing Stands water delivery open feedback
[13.161],Roughing Stands water delivery close feedback
[13.162],LUB4 Shut off Valve Open Command(Q231.0)
[13.163],LUB4 Shut off Valve Open Feedback(I240.1)
[13.164],LUB4 Shut off Valve Close Command(Q231.1)
[13.165],LUB4 Shut off Valve Close Feedback(I240.2)
[13.166],Lub 4 tank 1 min level switch
[13.167],Lub 4 tank 1 min min  level switch
[13.168],FFB1 Snap shear open position
[13.169],FFB2 Snap shear open position
[13.170],Descalar water unload valve open command
[13.171],Descalar water unload valve close command
[13.172],Descalar water unload valve opened
[13.173],Descalar water unload valve closed
[13.174],L1 FFB V ring air pressure min
[13.175],L2 FFB V ring air pressure min
[13.176],L2 FFB Lub delivery oil min pressure
[13.178],Stand 03 direct cooling water min flow
[13.179],Roughing direct cooling water delivery valve open command
[13.180],Roughing direct cooling water delivery valve close command
[13.181],Roughing direct cooling water discharge valve open command
[13.182],Roughing direct cooling water delivery valve close command
[13.183],Stand 05 gearbox lub flow
[13.184],Stand 01 gearbox lub flow
[13.185],Stand 02 gearbox lub flow
[13.186],Stand 03 gearbox lub flow
[13.187],Stand 04 gearbox lub flow
[13.188],Stand 06 gearbox lub flow
[13.189],Stand 07 gearbox lub flow
[13.190],Stand 08 gearbox lub flow
[13.191],Stand 09 gearbox lub flow
[13.192],Stand 17 gearbox lub flow
[13.193],Stand 18 gearbox lub flow
[13.194],WTP 5 HOOTER FOR WATER LEVEL
[13.195],DOG HOUSE GATE 1 CLOSE
[13.196],DOG HOUSE GATE 2 CLOSE
[13.197],DOG HOUSE GATE 3 CLOSE
[13.200],Stand 10 gearbox lub flow
[13.201],Stand 11 gearbox lub flow
[13.202],Stand 12 gearbox lub flow
[13.203],Stand 13 gearbox lub flow
[13.204],Stand 14 gearbox lub flow
[13.205],Stand 15 gearbox lub flow
[13.206],Stand 16 bevel gearbox lub flow
[13.207],Stand 16 vertical stand gearbox lub flow
[14:0],STAND 2 VERTICAL ENCODER
[14:1],14:1
[16:0],16:0
[16:1],16:1
[16:2],S02_Groove encoder position feedback
[16:18],S18_Groove encoder position feedback
[17:0],TB2B Actual Torque
[17:1],CB_Speed reference drive unit
[17:2],TB 1A Actual Torque
[17:3],TB1B Actual Torque
[17:4],CB_Speed feedback (drive unit)
[17:5],TB1A_Set Speed
[17:6],TB1A_Actual Speed
[17:7],TB1B_Actual Speed
[17:8],TB1B_Set Speed
[17:9],TB2A_Actual Speed
[17:10],TB2A_Set Speed
[17:11],TB2B_Set Speed
[17:12],TB2B_Actual Speed
[17:13],TWC1A Act Pos
[17:14],TWC1B Act Pos
[17:15],TWC2A Act Pos
[17:16],TWC2B Act Pos
[17:17],TB2A Actual Torque
[17:18],TB1A Actual rolls pressure
[17:19],TB2A Actual rolls pressure
[17:20],TB2B Actual rolls pressure
[17:21],TB1B Actual rolls pressure
[17:22],cooling bed Actual position counter>270
[17:23],cooling bed set position counter>270
[17:24],CB_Speed reference before PID
[17:25],CB_Set position
[17:26],CB_Actual position
[17:27],CB_Speed feedback (deg/s)
[17:28],TB2A Head Pos
[17:29],TB2A Tail Pos
[17:30],TB2B Head Pos
[17:31],TB2B Tail Pos
[17:32],CB_WORK_DB.ActualTorquePct
[17:33],TB1A Head Pos
[17:34],TB1A Tail Pos
[17:35],TB1B Head Pos
[17:36],TB1B Tail Pos
[17:37],17:37
[17:38],17:38
[17:39],17:39
[17:40],17:40
[17:41],17:41
[17:42],17:42
[17:43],17:43
[17:44],17:44
[17:45],17:45
[17:47],TB1A Motor Current
[17:48],TB1B Motor Current
[17:49],TB2A Motor Current
[17:50],TB2B Motor Current
[17:51],TWC 2A Speed reference
[17:52],TWC 2A Speed feedback
[17:53],TWC 2B Speed reference
[17:54],TWC 2B Speed feedback
[17:55],TWC 1A Speed reference
[17:56],TWC 1A Speed feedback
[17:57],TWC 1B Speed reference
[17:58],TWC 1B Speed feedback
[17:59],TWC1A Torque Feedback
[17:60],TWC1B Torque Feedback
[17:61],TWC2A Torque Feedback
[17:62],TWC2B Torque Feedback
[17:63],17:63
[17:64],17:64
[17:65],17:65
[17:66],17:66
[17:67],17:67
[17:68],17:68
[17:69],17:69
[17:70],17:70
[17:71],17:71
[17:72],17:72
[17:73],17:73
[17:74],17:74
[17:75],17:75
[17:76],17:76
[17:77],17:77
[17:78],17:78
[17:79],17:79
[17:80],17:80
[17:81],17:81
[17.0],CHOP REQ TO E35 TW1B
[17.1],CHOP REQ TO E35 CB
[17.2],CHOP REQ TO E35 Cobble
[17.3],TB1B_WORK_DB.AirPressureON
[17.4],CBFLU_DATA_DB.STS.ComprAir.PressOk
[17.5],CHOP REQ TO E36 TB2A
[17.6],CHOP REQ TO E36 TB2B
[17.7],CHOP REQ TO E36 TBCar
[17.8],APR_Bar Discharged to CB
[17.9],CB Cycle Enable
[17.10],CB Automatic
[17.11],TAIL BREAKER INSTRUMENT AIR PRESSURE SWITCH
[17.12],CHOP REQ TO E35 TB1A
[17.13],CHOP REQ TO E35 TB1B
[17.14],CHOP REQ TO E35 TB Car
[17.15],CHOP REQ TO E35 TW1A
[17.16],TB2A Rolls close cmd
[17.17],TB2A Rolls close Hi pres
[17.18],TB2B Rolls close cmd
[17.19],TB2B Rolls close Hi pres
[17.20],TWC 2B Motor cooling air alarm
[17.21],TWC 2B Motor cooling water alarm
[17.22],Cobble before TWC1A
[17.23],Cobble before TWC1B
[17.24],CHOP REQ TO E36 TW2A
[17.25],CHOP REQ TO E36 TW2B
[17.26],CHOP REQ TO E36 CB
[17.27],CHOP REQ TO E36 Cobble
[17.28],TB1A Rolls close cmd
[17.29],TB1A Rolls close Hi pres
[17.30],TB1B Rolls close cmd
[17.31],TB1B Rolls close Hi pres
[17.32],TB2B Fast Stop
[17.33],CB Last Cycle
[17.34],CB Stop Trigger
[17.35],TB1A Breaking cycle Active
[17.36],TB1B Breaking cycle Active
[17.37],TB2A Breaking cycle Active
[17.38],TB2B Breaking cycle Active
[17.39],Bar presence in mill or after
[17.40],Cobble before TWC2A
[17.41],Cobble before TWC2B
[17.42],TWC Line 1 cobble detection HMD
[17.43],TWC Line 2 cobble detection HMD
[17.44],TWC 2B Motor fan alarm
[17.45],TB1A Fast Stop
[17.46],TB1B Fast Stop
[17.47],TB2A Fast Stop
[17.48],CBGRS_DB.STS.GreasePressEndLine2Sw2
[17.49],CBGRS_DB.Line2PressOkFilt
[17.50],CBGRS_DB.AutoCycleLine1
[17.51],CBGRS_DB.AutoCycleLine2
[17.52],CBGRS_DB.CycleTimeOut
[17.53],CBGRS_DB.STS.MP1MotorRunning
[17.54],CBGRS_DB.STS.MP2MotorRunning
[17.55],Cummulative run consent
[17.56],Bar presence in last upstream stand
[17.57],HMD TWC1A On Delay (for cobble detection)
[17.58],HMD TWC1B On Delay (for cobble detection)
[17.59],HMD TWC2A On Delay (for cobble detection)
[17.60],HMD TWC2B On Delay (for cobble detection)
[17.61],CBGRS_DB.STS.GreasePressEndLine1Sw2
[17.62],CBGRS_DB.Line1PressOkFilt
[17.63],CBGRS_DB.STS.GreasePressEndLine2Sw1
[17.64],M 25.2
[17.65],cooling bed slow down switch feedback_S101
[17.66],cooling bed stop switch feedback_S102
[17.67],To E50_ cooling bed position over bar deposition
[17.68],Cooling bed area Emergency ok
[17.69],Cooling bed hydraulic Emergency ok
[17.70],TB LUB EMG
[17.71],TWC2A Brake Release Command
[17.72],Run consent 1
[17.73],Run consent 2
[17.74],Run consent 3
[17.75],DB 160.DBX 102.0
[17.76],DB 160.DBX 102.6
[17.77],DB 1361.DBX 571.1
[17.78],DB 1161.DBX 562.0
[17.79],DB 1161.DBX 562.6
[17.80],TWC2B Brake Release Command
[17.81],TWC1A Brake Release Command
[17.82],TWC1B Brake Release Command
[17.83],TB Lub Acuumulator tank oil level not high
[17.84],TB_1A_2B Leakage detector
[17.85],TB_1B_2A Leakage detector
[18:0],cooling bed work DB encoder raw from drive
[21:0],DIV_SH2_SpeedRef(Drive Unit)
[21:1],DIV_SH2_SpeedFEEDBACK(Drive Unit)
[21:2],DSH2_Theor_Position
[21:3],DSH2_Drive_Speed_Feedback
[21:4],DSH2_Theor_Speed
[21:5],DIVSH2_Point_Curve
[21:6],SH3 Speed Ref to Drive
[21:7],SH3 Cycle CNTR
[21:8],SH3 PR SET Speed
[21:9],SH3 PR ACT Speed
[21:10],SH3 PR ACT Torque
[21:11],SH3 PR SETTorque
[21:12],QTB_PR Act Speed
[21:13],QTB_PR Set  Speed
[21:14],QTB_PR Act Torque
[21:15],QTB_PR Set Torque
[21:16],ACT-DATA1_DB.QTB1_WR_FLR_VLV1
[21:17],ACT-DATA1_DB.QTB1_WR_FLR_VLV2
[21:18],ACT-DATA1_DB.QTB2_WR_FLR_VLV3
[21:19],ACT-DATA1_DB.QTB2_WR_FLR_VLV4
[21:20],ACT-DATA1_DB.QTB_BP_AnalogVal.BPInletFlow
[21:21],STAND 18 EXIT PYROMETER
[21:22],QTB_BP_DB.HMI_VAL.BPInletFlow
[21:23],DIV_SH2_Act_Position (PID)
[21:24],DSH2 Trigger Point for diverter
[21:25],DIV_SH2_SET_Position (PID)
[21:26],DSH2_Theor_Speed(Input for PID)
[21:27],DSH2_Theor_Speed(Out  PID)
[21:28],SH1_Act_Position(forPID)
[21:29],SH1_Teor_Position (for PID)
[21:30],SH2_Act_Position(forPID)
[21:31],SH2_Teor_Position (for PID)
[21:32],SH3_Act_Position(forPID)
[21:33],SH3_Teor_Position (for PID)
[21:34],APR_Set_Discharge Position
[21:35],APR_Tail_Position_BUF1
[21:36],APR_Tail_Position_BUF2
[21:37],APR_Tail_Position_BUF3
[21:38],APR_Tail_Position_BUF4
[21:39],APR_Tail_Position_BUF5
[21:40],SH3 PID OUTPUT
[21:41],SH3 Speed Calibr factor OWS
[21:42],SH3 Speed Calibr factor measured
[21:43],APR_Headl_Position_BUF1
[21:44],APR_Headl_Position_BUF2
[21:45],SH1_WORK_DB DRIVE IN TORQUE FEEDBACK
[21:46],SH1_WORK_DB DRIVE IN SPEED FEEDBACK
[21:47],SH1_WORK_DB DRIVEOUT SPEED REF
[21:48],SH1_WORK_DB DRIVE IN CURRENT FEEDBACK
[21:49],SH2_WORK_DB DRIVE IN TORQUE FEEDBACK
[21:50],SH2_WORK_DB DRIVE IN CURRENT FEEDBACK
[21:51],SH2_WORK_DB DRIVEOUT SPEED REF
[21:52],SH2_WORK_DB DRIVE IN SPEED FEEDBACK
[21:53],NUMBERS OF QTB BOOSTER PUMP SET FROM OWS
[21:54],ACTUAL NUMBERS OF QTB BOOTER PUMP RUNNING
[21:55],SH3 Motor Actual Speed
[21:56],SH3 Motor Actual Torque
[21:57],SH3 Motor Actual Current
[21:58],QTB inlet pressure
[21:59],BAR TEMPERATURE ON COOLING BED
[21:60],APR_MAGN_DB_CURRENT REF TO DRIVE
[21:61],APR_MAGN_DB_ACT CURRENT FDBK FROM DRIVE
[21:62],APR_MAGN_DB_ACT OUTPUT VOLTAGE FROM DRIVE
[21:63],QTB PR current output from drive
[21:64],SH3 PR current output from drive
[21:65],21:65
[21:66],21:66
[21:67],21:67
[21:68],21:68
[21:69],21:69
[21:70],21:70
[21:71],21:71
[21:72],21:72
[21:73],21:73
[21:74],21:74
[21:75],21:75
[21:76],21:76
[21:77],21:77
[21:78],21:78
[21:79],21:79
[21:80],21:80
[21:81],21:81
[21.0],DSH2_WORK_DB.CYCLE_Permissive
[21.1],DSH2_POS_DB.OUT_PositionKnown
[21.2],DSH2_WORK_DB.MissedStart
[21.3],DSH2_WORK_DB.CutEnable
[21.4],DSH2_WORK_DB.AdjustMode
[21.5],DSH2_WORK_DB.RunConsent3
[21.6],DSH2_WORK_DB.EmergencyOk
[21.7],DSH2_WORK_DB.LockedMode
[21.8],HMD33_SH3_ExitSide
[21.9],JD01E10_COMM_DB.CPU1_MPI_TO.E40_RTR
[21.10],ApronDiverter_Valve
[21.11],Apron_LIFT_Valve
[21.12],Apron_LOWERING_Valve
[21.13],DSH2_WORK_DB.DriveIn.Status.Started
[21.14],SH1_PH0
[21.15],SH1_PH01
[21.16],SH2_CHOP_CMD_Communication E10
[21.17],SH2_CHOP_CMD_Communication E35
[21.18],SH2_CHOP_CMD_Communication E36
[21.19],SH2_CHOP_CMD_Communication E40_2
[21.20],SH2_CHOP_CMD_Communication E45
[21.21],SH2_CHOP_CMD_RT1_1
[21.22],SH2_CHOP_CMD_RT1_2
[21.23],SH2_CHOP_CMD_QTB1
[21.24],DSH2_WORK_DB.DriveIn.Status.PresetConfirm
[21.25],DSH2_WORK_DB.DriveOut.Command.Preset
[21.26],DSH2_WORK_DB.DriveIn.Status.Fault
[21.27],DSH2_WORK_DB.DriveCommFlt
[21.28],SH2_WORK_DB.BarInTheMill
[21.29],SH2_CHOP_CMD_From E36 Uncond
[21.30],SH2_CHOP_CMD_From E45 Cond
[21.31],SH2_CHOP_CMD_From E45 Uncond
[21.32],SH2_CHOP_CMD_SH2_Cut cycle enable
[21.33],SH2_CHOP_CMD_DivSH2_Cut cycle enable
[21.34],SH2_CHOP_CMD_From SH3_Condit chop req
[21.35],SH2_CHOP_CMD_From SH3_Uncondit chop req
[21.36],SH3_Cut cycle enable
[21.37],SH3_Auto chop request memory
[21.38],SH3_Auto chop request sum
[21.39],SH3_Manual chop request sum
[21.40],SH2_CHOP_CMD_QTB2
[21.41],SH2_CHOP_CMD_QTB1_RT
[21.42],SH2_CHOP_CMD_QTB1_PR
[21.43],SH2_CHOP_CMD_QTB2_RT
[21.44],SH2_CHOP_CMD_RT2_1
[21.45],SH2_CHOP_CMD_RT2_2
[21.46],SH2_CHOP_CMD_SH3_PR
[21.47],SH2_CHOP_CMD_Chop mem any case
[21.48],SH3_Chop CMD Apr_RT5
[21.49],SH3_Chop CMD Apr_RT6
[21.50],SH3_Chop CMD Aprons
[21.51],SH3_Chop CMD Aprons Magnet
[21.52],SH3_Chop CMD Chop memory any case
[21.53],JD01E10_COMM_DB.CPU1_MPI_FROM.SH2_AUTO_CHOP_COMM
[21.54],SH3_Chop CMD Data settings error
[21.55],SH3_Chop CMD Div cut main HMD is not work properly
[21.56],SH3_Chop CMD From Cooling Bed
[21.57],SH3_Chop CMD_Bar continuity alarm in Div cut area
[21.58],SH3_Chop CMD_for dividing cut errors
[21.59],SH3_Chop CMD SH3_RT
[21.60],SH3_Chop CMD Apr_RT1
[21.61],SH3_Chop CMD Apr_RT2
[21.62],SH3_Chop CMD Apr_RT3
[21.63],SH3_Chop CMD Apr_RT4
[21.64],SH1_CHOP_CMD_Upstreamshear Conditionl chop req
[21.65],SH1_CHOP_CMD_Upstreamshear Unconditionl chop req
[21.66],SH3_WORK_DB.FlywheelsPosOK
[21.67],SH1_Chop_CMD_PH1_No view alarm
[21.68],SH2_Chop_CMD_PH1_No view alarm
[21.69],SH3_Chop_CMD_PH1_No view alarm
[21.70],Bar_in the Mill (for choping)
[21.71],SH2_Bar in Last stand
[21.72],SH3_Chop rCMD requared Div cut not executed
[21.73],SH3_Chop CMD Dividing table is empty
[21.74],SH3_Chop CMD Dividing table contains to many bars
[21.75],I_SH3_FlywheelOFF
[21.76],SH3_HeadCount
[21.77],I_SH3_FlywheelON
[21.78],SH1_Chop CMD From E10
[21.79],SH1_CHOP_CMD_Communication E10
[21.80],HMI_BAR_DATA_BAR1_Short bar
[21.81],HMI_BAR_DATA_BAR2_Normal bar
[21.82],HMI_BAR_DATA_BAR2_Short bar
[21.83],HMI_BAR_DATA_BAR3_Normal bar
[21.84],HMI_BAR_DATA_BAR3_Short bar
[21.85],HMI_BAR_DATA_BAR4_Normal bar
[21.86],HMI_BAR_DATA_BAR4_Short bar
[21.87],HMI_BAR_DATA_BAR5_Normal bar
[21.88],SH2_CHOP for optimization
[21.89],SH2_Chop Req main flag OB1
[21.90],SH1_Chop Req main flag OB1
[21.91],SH1_CHOP for optimization
[21.92],SH1_CHOP_Pushbutton_MainPulpit
[21.93],SH2_CHOP_Pushbutton_MainPulpit
[21.94],SH2_CHOP for optimization
[21.95],HMI_BAR_DATA_BAR1_Normal bar
[21.96],Clear Optimization data for HMI (from 1 to 0=reset)
[21.97],Clear Optimization data for HMI (Average Reset. 1=reset)
[21.98],SH2_WORK_DB.AutoChopInterlock
[21.99],SH1_Cut Cycle Enable
[21.100],SH1_Automatic status
[21.101],SH1_Speed Reference Enable
[21.102],SH1_HeadCount
[21.103],SH1_TailCount
[21.104],HMI_BAR_DATA_BAR5_Short bar
[21.105],JD01E35_COMM_DB.CPU1_MPI_FROM.I_E35_CondChopReq
[21.106],HMI_BAR_DATA_BAR1_Last bar
[21.107],HMI_BAR_DATA_BAR2_Last bar
[21.108],HMI_BAR_DATA_BAR3_Last bar
[21.109],HMI_BAR_DATA_BAR4_Last bar
[21.110],HMI_BAR_DATA_BAR5_Last bar
[21.111],JD01E35_COMM_DB.CPU1_MPI_FROM.I_E35_UncondChopReq
[21.112],SH2_WORK_DB.BarInTheMill
[21.113],SH3_Cut Cycle Enable
[21.114],SH3_Automatic status
[21.115],SH3_Speed Reference Enable
[21.116],SH3_HeadCount
[21.117],SH3_TailCount
[21.118],SH3_Bar presence in knives cross point
